Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT1664,25-11-2023,Somany GVT Vitrified Floor Tiles 800x800MM,Tiles,,Orientbell Depot,null,1397.11,3066.29,10%,12,4318215.98,NEFT,INV-2023-4110,Return pending
PMT2045,27 Sep 2023,biltech aac blocks 200mm,Masonry,N/A,AAC Block Traders,piece,1178.91,2707.01,5,18%,NIL,NEFT,INV-2023-9445,
PMT1677,2025.05.30,UltraTech Cement OPC 53 Grade,Cement,,Balaji Building Supplies,bag,4910.65,8986.52,7.5,12%,45718322.0,,INV-2025-8936,Return pending
PMT2025,26 Dec 2024,Nerolac Beauty Acrylic Interior Paint,Paint,N/A,Asian Paints Dealer,liter,550.43,"6,932.86",5,12%,4060281.59,CHEQUE,INV-2024-5433,Return pending
PMT1877,01/01/2025,ACC Cement OPC 43 grd,Cement,OPC 53,UltraTech Dealer Hub,bag,209,8867.8,10%,12,1868197.16,,INV-2025-1233,
PMT1625,25 Feb 2023,  Dalmia Cement PPC Grade  ,Cement,PPC,Balaji Building Supplies,bag,1321.55,Rs. 595.5,15%,28%,856237.53,CHEQUE,INV-2025-3966,late delivery
PMT2343,11 Sep 2025,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,Berger Paints Store,liter,1468,6599.97,0,5%,10173193.76,CHEQUE,INV-2024-2017,duplicate entry?
PMT1051,22/02/2024,Prince SWR PVC Pipes Type B 110mm,,,Ashirvad Sales Corp,meter,1730.13,"1,177.12",10,12,2052863.19,Cheque,INV-2024-9433,
PMT1074,2023-12-03,NATURAL ITALIAN MARBLE SLABS 20MM,Stone,,Marble Palace Traders,-,1163.12,NA,2%,5,10042987.81,NEFT,INV-2024-2867,duplicate entry?
PMT1786,2024-12-01,Supreme SWR PVC Pipes Type A 75MM,Plumbing,Standard,Astral Plumbing Store,null,164.3,289.15,2,18,54937.49,N.A.,INV-2025-7538,Urgent site delivery
PMT1685,22-04-2024,CenturyDoors Solid Core Flush Doors 35mm,Wood,N/A,CenturyPly Distributor,PIECE,4208,7072.81,12.5%,5,27344190.74,,INV-2025-3604,duplicate entry?
PMT1484,2023-07-29,Greenlam Interior Flush Doors 30mm IS:2202,Wood,N/A,CenturyPly Distributor,piece,1832.19,3091.71,5,12%,6027134.55,,INV-2023-2854,
PMT2159,29/10/2024,Polycab FR Electrical Wires 4.0 sq mm,,,Havells Electric Store,meter,4979.79,8501.38,0%,12,47415297.56,CHEQUE,INV-2025-3594,Damaged packaging noted
PMT1976,24 Apr 2025,Havells FR Electrical Wires 1.0 sq mm,Electrical,,Polycab Distributor,meter,3697.05,7279.8,10%,18%,28582439.23,CHEQUE,INV-2025-8112,late delivery
PMT1776,26-12-2023,Nerolac Beauty Acrylic Interior Paint,,Standard,Berger Paints Store,liter,2917.51,2212.8,0,-,7230570.06,RTGS,INV-2023-5594,Return pending
PMT1762,02-04-2023,Legrand MCB B-Curve 16A,Electrical,N/A,Legrand Authorised Dealer,piece,247.1,"2,960.13",15%,12%,696338.61,,INV-2024-9568,Approved by site engineer
PMT1849,02-13-2025,PVC Slab Cover Blocks 20mm,Masonry,,Siporex Depot,PIECE,3886,"7,182.04",15,18,27993135.66,Bank Transfer,INV-2024-1036,
PMT1627,06-23-2024,Birla White WallCare Putty 1.5mm,Finishing,Standard,JK Wall Solutions,BAG,292.38,6534.08,2,18,2209226.24,UPI,INV-2023-6270,
PMT2038,23-11-2023,AIS Toughened Window Glass 8mm,Glass,N/A,Saint-Gobain Glass Depot,sqft,NIL,8769.61,0%,18%,10990241.87,Cash,INV-2024-6171,Damaged packaging noted
PMT1759,20/02/2024,Shree Cemnt PPC Grade,Cement,,Regional Cement Traders,bag,4433.56,"6,447.76",20%,28,29272607.57,Bank Transfer,INV-2024-4500,Urgent site delivery
PMT1079,2025-05-29,finolex upvc pipes schedule 80 50mm,Plumbing,,Finolex Pipes Distributor,METER,2832.88,"7,450.19",12.5%,28%,23638153.56,Cheque,INV-2024-2529,Urgent site delivery
PMT1390,02 Sep 2023,RED CLAY BRICKS CLASS 7.5,Masonry,Standard,Bharat Bricks & Blocks,piece,639.94,1764.78,20%,28,1156457.79,NEFT,INV-2023-6208,Bulk order discount applied
PMT1505,15-06-2024,BIRLA WHITE WALLCARE PUTTY 1.5MM,Finishing,Standard,Birla Putty Depot,bag,3755.87,Rs. 1405.56,15,18,5294937.94,N.A.,INV-2024-5260,Bulk order discount applied
PMT1304,12-04-2024,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,Vitrified,Orientbell Depot,box,1445.6,9183.88,5%,28%,16143879.78,RTGS,INV-2023-8050,
PMT2201,,ACC Cement OPC 43 Grade,Cement,,Regional Cement Traders,BAG,2169.8,369.83,5,12%,853814.39,UPI,INV-2024-1310,late delivery
PMT1909,2023-10-08,nitco glazed ceramic wall tiles 300x450mm,Tiles,GVT,Kajaria Tile Gallery,box,1594.79,6236.82,?,28%,12094844.49,N.A.,INV-2025-9620,Damaged packaging noted
PMT2271,09 Oct 2025,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,Standard,Birla Putty Depot,board,2938.76,Rs. 6639.59,12.5%,18%,20146306.76,Bank Transfer,INV-2025-8741,late delivery
PMT2364,14-07-2025,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 500D,JSW Steel Distributor,kg,4493.66,7607.95,0%,12%,38290045.47,cash,INV-2024-5562,
PMT1057,25 Dec 2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,,N/A,Birla Putty Depot,-,2479.44,5732.4,15,12,13530911.05,Cheque,INV-2025-8518,Bulk order discount applied
PMT1480,2023-02-03,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,GVT,Somany World Showroom,box,3460,2393.57,20%,5,6956671.85,CHEQUE,INV-2023-8231,Damaged packaging noted
PMT2295,10/12/2025,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,,Berger Paints Store,liter,2072.92,2781.18,20,18%,N/A,cash,INV-2024-2019,duplicate entry?
PMT1602,16-08-2024,GREENLAM INTERIOR FLUSH DOORS 30MM IS:2202,Wood,Standard,Greenlam Doors Store,piece,N/A,6536.34,10%,5,-,NEFT,INV-2024-7784,late delivery
PMT1674,2023-11-23,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,Vitrified,Orientbell Depot,BOX,3431,1806.71,0%,5,INR 6508763.11,,INV-2024-6429,Site B allocation
PMT1201,19/05/2024,  Supreme SWR PVC Pipes Type A 75mm  ,Plumbing,Standard,Finolex Pipes Distributor,meter,NIL,6566.12,5,5,INR 10114839.96,cash,INV-2024-5929,Return pending
PMT1253,12-10-2023,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,,Finolex Pipes Distributor,meter,1246.45,44.68,7.5,18,60787.15,Bank Transfer,INV-2024-8010,
PMT2139,04-16-2024,jk lakshmi cement opc 43 grade,Cement,OPC 53,Ambuja Direct Depot,bag,3213.84,1801.87,7.5%,12%,5999395.07,CHEQUE,INV-2023-8470,
PMT1478,04-19-2024,Coarse Aggregate 20mm Blue Metal,Aggregate,,GreenBuild Materials,?,1595,6681.24,0%,28,13640419.58,Cheque,INV-2023-6981,duplicate entry?
PMT1132,01-10-2025,SOMANY GVT VITRIFIED FLOOR TILES 800X800MM,Tiles,,Somany World Showroom,box,3067.35,8118.28,20,18,23507116.21,Cheque,INV-2024-1159,Bulk order discount applied
PMT2384,2025-05-18,Greenply BWR Commercial Plywood 12mm,Wood,N/A,Greenply Depot,sheet,3616.29,Rs. 735.83,0%,28%,3406047.58,CHEQUE,INV-2023-5385,Site B allocation
PMT1646,10-03-2023,Saint-Gobain Clear Float Glass 6mm,Glass,N/A,Saint-Gobain Glass Depot,sqft,3886.47 sqft,208.82,10%,12,818065.25,NEFT,INV-2023-1443,
PMT2169,29 Jun 2023,greenply bwr commercial plywood 12mm,,,Greenply Depot,sheet,2153,8579.25,7.5%,5,17940080.4,RTGS,INV-2025-9290,Bulk order discount applied
PMT2181,25 Jun 2023,ULTRATECH CEMENT OPC 53 GRADE,Cement,OPC 43,Regional Cement Traders,,1253.99,"5,687.19",7.5%,12,7388419.85,,INV-2024-2425,Damaged packaging noted
PMT1761,2023-01-13,CenturyDoors Solid Core Flush Doors 35mm,Wood,Standard,Greenlam Doors Store,piece,3066.52,5653.31,,12%,19027980.63,,INV-2023-9789,Damaged packaging noted
PMT1741,23-08-2023,Tata Tiscon TMT Bars Fe 500D 10MM,Steel,,tata steel authorised dealer,kg,4144 kg,5438.72,7.5,12%,23349425.68,CHEQUE,INV-2023-4062,Approved by site engineer
PMT1405,28-06-2024,Finolex PVC Conduit Pipes 25mm,Electrical,,Polycab Distributor,meter,N/A,1400.95,20,12,4882814.2,NEFT,INV-2025-9259,Approved by site engineer
PMT2173,2025-10-10,Polycab FR Electrical Wires 4.0 sq MM,Electrical,N/A,Polycab Distributor,meter,4075.84 meter,8528.4,2%,12,38153008.3,RTGS,INV-2023-4397,Damaged packaging noted
PMT1428,01 Jul 2025,  Polycab FR Electrical Wires 4.0 sq mm  ,Electrical,,Havells Electric Store,meter,1303,Rs. 1871.33,2%,5,2509054.94,RTGS,INV-2024-3441,Return pending
PMT1173,30/07/2025,CONCRETE COLUMN COVER BLOCKS 40MM,Masonry,N/A,Bharat Bricks & Blocks,piece,1497.86,-,2%,18%,7221715.39,Cash,INV-2023-6558,
PMT1730,2023-08-13,Legrand MCB B-Curve 16A,Electrical,,Polycab Distributor,piece,4379.7,5837.74,5,5%,25503631.0,Cheque,INV-2023-4209,
PMT1957,22-12-2023,Supreme SWR PVC Pipes Type A 75MM,Plumbing,,Ashirvad Sales Corp,meter,4479.55,3467.88,12.5%,18%,16039414.46,CHEQUE,INV-2023-3996,
PMT1948,22 Oct 2025,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,Tata Steel Authorised Dealer,kg,365.91,989.33,?,18,427166.77,NEFT,,Urgent site delivery
PMT2117,07-21-2024,JK WallMaxX Wall Putty,Finishing,Standard,JK Wall Solutions,bag,3904.76,Rs. 3604.56,12.5%,5,12931352.69,,INV-2023-6825,duplicate entry?
PMT1864,03-07-2023,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,Standard,Astral Plumbing Store,meter,2795.3,387.91,0%,28,1387935.77,Cheque,INV-2023-8732,late delivery
PMT1984,03 Nov 2023,PVC Slab Cover Blocks 20MM,Masonry,,Bharat Bricks & Blocks,N/A,4458.78,8583.94,15%,5%,34159455.74,Bank Transfer,INV-2025-9561,
PMT1035,22-01-2025,Tata Tiscon TMT Bars Fe 500D 8MM,Steel,Fe 500,SRMB Steel Point,kg,NIL,1726.25,0%,28%,9043981.18,N.A.,INV-2023-7163,Bulk order discount applied
PMT2258,29 Dec 2023,Legrand MCB B-Curve 16A,Electrical,N/A,Havells Electric Store,piece,4364.18,7739.33,2,12%,37072350.13,UPI,INV-2024-8308,Urgent site delivery
PMT2226,16-10-2025,Havells FR Electrical Wires 1.5 sq mm,Electrical,N/A,Havells Electric Store,meter,null,2739.06,,18%,1525546.86,cash,INV-2023-9743,
PMT1562,2025-09-03,PRINCE SWR PVC PIPES TYPE B 110MM,Plumbing,N/A,Ashirvad Sales Corp,meter,2915.27,"7,225.96",12.5,18,21750257.2,cash,INV-2024-6516,Bulk order discount applied
PMT1408,2025-07-07,Shree Cement PPC Grade,Cement,,Regional Cement Traders,?,3419,Rs. 2221.83,7.5%,28%,8994181.14,cash,INV-2025-2113,
PMT1624,2023-08-16,Nerolac Beauty Acrylic Interior Paint,,,Berger Paints Store,liter,496,2477.28,20%,28%,1258220.42,UPI,INV-2024-7927,Bulk order discount applied
PMT2133,19-08-2023,ACC Cement OPC 43 grd,Cement,PPC,Ambuja Direct Depot,BAG,3604.69,"1,017.20",10,12,3696024.19,cash,INV-2024-7914,duplicate entry?
PMT2143,04.10.2023,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,Fe 500,NIL,KG,1281.34,828.88,20,28%,1087566.95,Cash,,
PMT1285,2023-05-30,Kajaria Double Charged Vitrified Tiles 600x600MM,Tiles,Vitrified,Kajaria Tile Gallery,box,2677.9,3780.02,7.5,28%,11985058.42,Cheque,INV-2025-4497,late delivery
PMT1270,28/07/2024,tata tiscon tmt bars fe 500d 10mm,Steel,Fe 500,NIL,kg,3725,9009.89,0,12%,37589261.08,N.A.,INV-2025-7088,Damaged packaging noted
PMT1191,10-22-2025,Astral CPVC Pipes SDR 11 25MM,Plumbing,,Astral Plumbing Store,NIL,2646.55,951.03,7.5,5%,2444586.18,NEFT,INV-2024-2848,Urgent site delivery
PMT1644,2025-01-27,Biltech AAC Blocks 200mm,Masonry,Standard,Siporex Depot,piece,3442,Rs. 9303.21,7.5,18%,34951629.69,,INV-2025-1262,late delivery
PMT2213,2025-02-27,Finolex PVC Conduit Pipes 25mm,Electrical,N/A,Polycab Distributor,meter,1625.9 meter,"7,511.40",2,18%,14122864.87,CHEQUE,INV-2025-3386,
PMT2286,27-06-2024,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 550D,Tata Steel Authorised Dealer,kg,3261,N/A,0,5%,17826391.83,NEFT,INV-2024-5101,
PMT1407,2025-03-21,Supreme SWR PVC Pipes Type A 75mm,Plumbing,,Astral Plumbing Store,meter,3783,"8,807.11",2%,18%,38528122.4,N.A.,INV-2023-9596,Bulk order discount applied
PMT1030,11 Sep 2023,FINOLEX UPVC PIPES SCHEDULE 80 50MM,Plumbing,N/A,Finolex Pipes Distributor,meter,-,6157.98,,18,30743481.15,cash,INV-2024-7078,duplicate entry?
PMT1821,-,CenturyPly Marine Plywood IS:710 19mm,Wood,N/A,Greenply Depot,sheet,2935.31,894.54,5%,18,2943468.22,Bank Transfer,INV-2023-2761,
PMT2293,26 Jul 2024,AMBUJA CEMENT OPC 53 GRADE,Cement,PPC,Regional Cement Traders,bag,756.33 bag,Rs. 8209.78,0%,18%,7326977.43,N.A.,INV-2024-2150,Bulk order discount applied
PMT2032,01/03/2025,TATA TISCON TMT BARS FE 500D 16MM,Steel,,JSW Steel Distributor,kg,537.56,9202.66,10,18,5253694.79,Bank Transfer,INV-2023-7476,
PMT2267,25-09-2025,  JK WallMaxX Wall Putty  ,Finishing,,?,bag,3453.02,9464.63,2,28,40995744.7,NEFT,INV-2025-8974,Return pending
PMT2149,01/05/2025,Birla White WallCare Putty 1.5mm,Finishing,N/A,Birla Putty Depot,BAG,2905.82,4917.12,0,28,18288980.02,N.A.,,Bulk order discount applied
PMT1045,2024.11.11,Birla White WallCare Putty 1.5mm,Finishing,,Birla Putty Depot,bag,4904.19,365.79,7.5,28%,2123981.93,Cash,INV-2025-6438,Approved by site engineer
PMT2389,06-01-2025,Natural Granite Slabs 18MM,Stone,,Natural Stone Exporters,sqft,1039.2,1447.46,20,NIL,1263528.36,UPI,INV-2025-6724,Approved by site engineer
PMT1505,15-06-2024,BIRLA WHITE WALLCARE PUTTY 1.5MM,Finishing,Standard,Birla Putty Depot,bag,3755.87,Rs. 1405.56,15,18,5294937.94,N.A.,INV-2024-5260,Bulk order discount applied
PMT1476,2024-02-24,  Shree Cement PPC Grade  ,,OPC 53,ambuja direct depot,bag,3752,"5,454.04",0,18%,24146998.53,UPI,INV-2023-3307,duplicate entry?
PMT1215,2023-11-21,Red Clay Bricks Class 7.5,Masonry,Standard,Bharat Bricks & Blocks,piece,574,7312.51,15,5,3746162.31,Bank Transfer,INV-2023-2669,duplicate entry?
PMT1151,02-23-2023,TATA TISCON TMT BARS FE 500D 8MM,Steel,,JSW Steel Distributor,kg,135,Rs. 6176.16,?,5,875470.68,NEFT,INV-2023-2083,late delivery
PMT2030,22 Nov 2025,Greenply BWR Commercial Plywood 12mm,Wood,N/A,Greenply Depot,sheet,992,8207.42,7.5%,18%,null,N.A.,INV-2024-9087,
PMT1988,04-29-2024,NITCO GLAZED CERAMIC WALL TILES 300X450MM,Tiles,Ceramic,Kajaria Tile Gallery,box,3606.94,2361.1,10%,18,9044359.49,,INV-2024-6815,late delivery
PMT1946,2023-10-29,Supreme SWR PVC Pipes Type A 75mm,Plumbing,N/A,Ashirvad Sales Corp,meter,2587.64,1443.48,12.5,28,4183431.38,RTGS,INV-2024-3088,Return pending
PMT2306,2023-01-22,LEGRAND MCB B-CURVE 16A,Electrical,Standard,Havells Electric Store,piece,2580.99,5393.2,5%,12,14810662.17,Cheque,INV-2023-8619,duplicate entry?
PMT1227,05 Mar 2023,Natural Italian Marble Slabs 20mm,Stone,N/A,Marble Palace Traders,sqft,null,103.81,7.5%,18,100850.33,Cash,INV-2024-9074,late delivery
PMT1542,2023-07-31,Tata Tiscon TMT Bars Fe 500D 12mm,,,JSW Steel Distributor,KG,?,5657.35,10,12%,NA,Bank Transfer,INV-2024-2212,late delivery
PMT2190,22-05-2025,jsw neosteel tmt bars fe 550d 25mm,Steel,Fe 550D,kumar steel traders,kg,3619.76,"6,143.08",0%,5,23348299.02,,INV-2024-3286,Bulk order discount applied
PMT1967,-,Nitco Glazed Ceramic Wall Tiles 300x450mm,,Ceramic,Kajaria Tile Gallery,BOX,4821.81,5641.2,0,NA,30464889.92,UPI,INV-2023-2530,
PMT1154,11-13-2025,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,,berger paints store,liter,1679.29,501.68,5,?,896384.04,CHEQUE,INV-2025-1094,Damaged packaging noted
PMT1594,10-30-2025,Birla White WallCare Putty 1.5MM,Finishing,,?,bag,NIL,Rs. 7482.21,0,18%,29541860.1,cash,INV-2023-1967,duplicate entry?
PMT1956,10 Dec 2025,SHREE CEMENT PPC GRADE,Cement,PPC,Regional Cement Traders,bag,97.65,9322.07,10%,28%,1048665.76,,INV-2025-7461,Damaged packaging noted
PMT2208,27 Aug 2025,Concrete Column Cover Blocks 40mm,Masonry,,AAC Block Traders,-,1694,8537.24,0%,12,16197534.71,,INV-2024-9315,
PMT1176,11 Jul 2025,natural granite slabs 18mm,Stone,Standard,Natural Stone Exporters,sqft,3062,1835.2,15,12%,5349652.04,CHEQUE,INV-2024-3888,
PMT1358,2025-12-09,UltraTech Cement OPC 53 Grade,Cement,PPC,UltraTech Dealer Hub,bag,1650,Rs. 9219.6,5,12%,16185929.76,RTGS,INV-2025-5546,Urgent site delivery
PMT2168,22 Oct 2025,  Tata Tiscon TMT Bars Fe 500D 12mm  ,Steel,Fe 500D,JSW Steel Distributor,kg,2922.1,3466.21,20,12,9075236.57,cash,INV-2023-5550,Return pending
PMT1033,27-07-2025,Birla White WallCare Putty 1.5mm,Finishing,Standard,JK Wall Solutions,bag,3563.44,5936.65,20,28%,21662613.58,N.A.,INV-2025-4522,Approved by site engineer
PMT2163,NIL,greenlam interior flush doors 30mm is:2202,,N/A,Greenlam Doors Store,piece,4501,7632.12,0%,18,40535563.1,N.A.,INV-2024-6894,Bulk order discount applied
PMT2301,2025-08-31,Ambuja Cement OPC 53 Grade,Cement,PPC,Balaji Building Supplies,bag,1911,6633.55,0%,28%,16226193.98,,INV-2025-4305,Return pending
PMT1065,03/02/2023,Coarse Aggregate 20mm Blue Metal,,Standard,GreenBuild Materials,ton,1652.68,2455.74,12.5%,18%,4190455.34,N.A.,INV-2025-1962,
PMT1262,25/05/2023,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,,JSW Steel Distributor,kg,3240.62,3609.26,15%,5%,10438894.33,Cheque,,Damaged packaging noted
PMT2323,06/06/2025,  Legrand MCB B-Curve 16A  ,Electrical,,Polycab Distributor,piece,1179.97,4440.83,12.5,28,5868851.72,UPI,INV-2023-7357,
PMT1117,18-05-2025,greenply bwr commercial plywood 12mm,Wood,N/A,Greenlam Doors Store,sheet,4699.06,529.73,2,28,NIL,Cash,INV-2025-2036,
PMT2212,13/07/2023,Havells FR Electrical Wires 1.5 sq mm,Electrical,N/A,Polycab Distributor,meter,729.7,9431.5,10,12,6937222.87,NEFT,INV-2025-8891,Return pending
PMT1922,10 Jun 2025,JK WallMaxX Wall Putty,Finishing,Standard,JK Wall Solutions,bag,2052,3761.27,5%,12,8212086.11,,INV-2024-1057,Damaged packaging noted
PMT2186,2025-06-12,Biltech AAC Blocks 200mm,Masonry,,Bharat Bricks & Blocks,piece,316.92,4024.59,20,18,1204046.57,UPI,INV-2023-2058,Return pending
PMT1802,28-01-2024,Tata Tiscon TMT Bars Fe 500D 10MM,Steel,Fe 550D,SRMB Steel Point,kg,4610,7340.2,0,18%,39929219.96,N.A.,,Damaged packaging noted
PMT1995,11 Jun 2023,Polycab FR Electrical Wires 2.5 sq mm,Electrical,Standard,Havells Electric Store,METER,3205,Rs. 4709.64,12.5%,5,13867976.51,CHEQUE,INV-2025-6772,late delivery
PMT1168,08-17-2023,RED CLAY BRICKS CLASS 7.5,Masonry,Standard,Bharat Bricks & Blocks,,881.12,9190.27,10,28,9328585.77,Cash,INV-2025-5331,
PMT2053,29/05/2025,dalmia cement ppc grade,,,balaji building supplies,BAG,3951,3445.76,2,18%,15743458.29,RTGS,INV-2025-7457,Return pending
PMT1814,13 Mar 2024,Asian Paints Apex WeatherCoat Exterior Paint,Paint,,Asian Paints Dealer,liter,1034.36,9037.32,5,18%,,N.A.,INV-2023-4249,
PMT1336,06-08-2023,Natural Italian Marble Slabs 20mm,Stone,Standard,Marble Palace Traders,sqft,637.89,5751.29,NA,12%,3595316.57,Cash,INV-2024-2274,Bulk order discount applied
PMT1600,,  Polycab FR Electrical Wires 2.5 sq mm  ,,,Legrand Authorised Dealer,METER,1748.79,3770.09,5%,12,7015053.82,CHEQUE,INV-2023-1119,Urgent site delivery
PMT2334,2025-04-17,Saint-Gobain Clear Float Glass 6mm,Glass,,Saint-Gobain Glass Depot,sqft,4410,6227.76,20%,12,24608121.75,CHEQUE,INV-2023-9445,Approved by site engineer
PMT1819,11-05-2023,CenturyDoors Solid Core Flush Doors 35mm,Wood,Standard,Greenply Depot,piece,2916.62,Rs. 5733.49,12.5,18%,-,Cheque,,Approved by site engineer
PMT1394,17 Oct 2023,tata wiron annealed binding wire 18 gauge,Steel,Fe 550D,Kumar Steel Traders,kg,4351.2,NA,10,12,39051275.07,UPI,INV-2024-5025,
PMT2037,05 Sep 2025,Shree Cement PPC Grade,Cement,PPC,Regional Cement Traders,bag,2510.46,Rs. 651.15,0%,28%,2092398.12,Bank Transfer,INV-2025-3638,late delivery
PMT1680,16-09-2025,Natural Italian Marble Slabs 20mm,Stone,Standard,Marble Palace Traders,sqft,1925,3816.72,5%,18,8236195.51,cash,INV-2023-9873,late delivery
PMT2098,08-05-2024,Polycab FR Electrical Wires 4.0 sq mm,,,Legrand Authorised Dealer,meter,4249.93,7974.06,15,18,33990864.41,cash,INV-2023-6168,
PMT2074,08-08-2024,JK Lakshmi Cement OPC 43 Grade,Cement,PPC,Regional Cement Traders,bag,1118.08,9307.98,7.5,18%,11359312.84,CHEQUE,INV-2025-9254,
PMT1293,NA,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,Standard,Ashirvad Sales Corp,meter,162.1,1517.31,0,12%,INR 275470.67,Cheque,INV-2023-2367,Return pending
PMT1339,01-08-2023,polycab fr electrical wires 4.0 sq mm,Electrical,N/A,Legrand Authorised Dealer,METER,4355,Rs. 606.16,2,18,3052695.71,,INV-2025-7000,Approved by site engineer
PMT1344,2025-12-09,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 500D,JSW Steel Distributor,kg,4799.77,"1,583.27",5%,12%,8085689.09,UPI,INV-2023-8820,
PMT1936,11-08-2025,Biltech AAC Blocks 200mm,,Standard,Siporex Depot,piece,4572.08,N/A,7.5%,12,41105338.28,cash,INV-2025-9068,duplicate entry?
PMT1932,20/05/2024,Astral CPVC Pipes SDR 11 25mm,Plumbing,N/A,Finolex Pipes Distributor,meter,1070.97,7327.87,20%,28%,8036279.23,RTGS,INV-2025-8362,duplicate entry?
PMT1092,13 Jun 2025,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 550D,Kumar Steel Traders,kg,880.88,9013.4,0%,12,8892490.65,Bank Transfer,INV-2023-6682,
PMT1161,11-24-2024,JSW NEOSTEEL TMT BARS FE 550D 20MM,Steel,,SRMB Steel Point,kg,1921,6560.83,2,5,12968851.71,CHEQUE,INV-2023-8464,
PMT1444,05-05-2024,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,Standard,JK Wall Solutions,board,2259,"6,350.96",7.5%,18,15659552.55,Bank Transfer,INV-2023-3658,duplicate entry?
PMT1587,12-10-2024,Legrand MCB B-Curve 16A,Electrical,,Legrand Authorised Dealer,piece,3344,1112.0,12.5%,5,3416397.6,RTGS,INV-2024-8440,Damaged packaging noted
PMT1095,16/12/2023,TATA TISCON TMT BARS FE 500D 8MM,Steel,,Tata Steel Authorised Dealer,kg,2448.04,3518.77,2,12,9454824.87,N.A.,INV-2024-4727,duplicate entry?
PMT2216,04-03-2024,somany gvt vitrified floor tiles 800x800mm,Tiles,,Kajaria Tile Gallery,box,1850.05,6601.44,12.5%,28%,13678553.36,Cash,INV-2023-2698,Damaged packaging noted
PMT2085,08-10-2025,Supreme CPVC Pipes SDR 13.5 20MM,,N/A,Finolex Pipes Distributor,-,1736,6455.98,7.5,5%,10885363.32,Cash,INV-2025-9114,Approved by site engineer
PMT2110,2023-01-30,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,Fe 550D,SRMB Steel Point,kg,4127,4123.02,2,12,18676436.21,cash,INV-2023-7149,duplicate entry?
PMT2369,2023-01-30,finolex pvc conduit pipes 25mm,Electrical,N/A,Polycab Distributor,meter,4778,9206.39,12.5%,5%,40414095.74,Cheque,INV-2023-6279,Damaged packaging noted
PMT1553,09-05-2023,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,,Astral Plumbing Store,meter,2459,2123.15,0,28,6682657.09,RTGS,INV-2025-5231,Damaged packaging noted
PMT2399,2024-07-07,CenturyPly Marine Plywood IS:710 19mm,Wood,N/A,Greenlam Doors Store,sheet,4763.36,"9,058.91",20%,18,40734401.96,Bank Transfer,INV-2024-6563,Return pending
PMT1554,2023-10-25,centuryply marine plywood is:710 19mm,Wood,Standard,Greenlam Doors Store,sheet,811.12 sheet,1475.39,0,12%,1340324.54,,INV-2024-4458,Approved by site engineer
PMT1165,22 Feb 2025,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,,Ashirvad Sales Corp,meter,2779.33,Rs. 1205.83,12.5,12%,3284371.5,,INV-2024-3945,duplicate entry?
PMT1479,2024-01-05,Birla White WallCare Putty 1.5mm,Finishing,,Birla Putty Depot,bag,4367.89,2527.66,0%,18,13027838.19,N.A.,INV-2025-9753,Damaged packaging noted
PMT1724,03/04/2023,somany gvt vitrified floor tiles 800x800mm,Tiles,Ceramic,somany world showroom,box,2092.84 box,5886.17,NIL,18%,14536198.19,,INV-2024-9064,Site B allocation
PMT1881,05-05-2025,shree cement ppc grade,Cement,,Ambuja Direct Depot,BAG,3263.58,5323.37,0,5%,18241906.06,Cash,INV-2023-3742,duplicate entry?
